sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO121722,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121723,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121724,2024-05-15,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,7668.05
SO121725,2024-05-15,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,20992.52
SO121726,2024-05-15,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,24819.36
SO121727,2024-05-15,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,28854.8
SO121728,2024-05-15,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,31313.62
SO121729,2024-05-15,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20887.8
SO121730,2024-05-15,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32233.8
SO121731,2024-05-15,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,50431.55
SO121732,2024-05-15,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,26531.04
SO121733,2024-05-15,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,26557.62
SO121734,2024-05-15,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,17108.28
SO121735,2024-05-15,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,37688.56
SO121736,2024-05-15,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,36327.85
SO121737,2024-05-15,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,21224.52
SO121738,2024-05-15,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,22563.66
SO121739,2024-05-15,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,42240.9
SO121740,2024-05-15,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,36696.56
SO121741,2024-05-15,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,21687.36
SO121742,2024-05-15,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,26778.42
SO121743,2024-05-15,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,30931.18
SO121744,2024-05-15,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,22935.66
SO121745,2024-05-15,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,33843.94
SO121746,2024-05-15,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,9487.4
SO121747,2024-05-15,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,37006.56
SO121748,2024-05-15,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16240.9
SO121749,2024-05-15,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,21510.45
SO121750,2024-05-15,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,47607.32
SO121751,2024-05-15,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,33690.46
SO121752,2024-05-15,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,59788.3
SO121753,2024-05-15,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,25474.8
SO121754,2024-05-15,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,11219.52
SO121755,2024-05-15,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21323.66
SO121756,2024-05-15,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,14628.28
SO121757,2024-05-15,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,19153.66
SO121758,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121759,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121760,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121761,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121762,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121763,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121764,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121765,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121766,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6998.0
SO121767,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121768,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121769,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121770,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,14998.0
SO121771,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7998.0
SO121772,2024-05-15,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,14998.0
SO121773,2024-05-16,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,25344.8
SO121774,2024-05-16,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,11597.68
SO121775,2024-05-16,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,36015.18
SO121776,2024-05-16,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,42500.9
SO121777,2024-05-16,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,30024.15
SO121778,2024-05-16,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,13801.68
SO121779,2024-05-16,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,43672.85
SO121780,2024-05-16,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24044.15
SO121781,2024-05-16,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,46661.55
SO121782,2024-05-16,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17355.66
SO121783,2024-05-16,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,16053.66
SO121784,2024-05-16,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,18596.28
SO121785,2024-05-16,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,5978.7
SO121786,2024-05-16,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,18438.78
SO121787,2024-05-16,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,18092.52
SO121788,2024-05-16,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,50430.25
SO121789,2024-05-16,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26774.8
SO121790,2024-05-16,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12334.9
SO121791,2024-05-16,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,41531.94
SO121792,2024-05-16,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,35869.6
SO121793,2024-05-16,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,32108.56
SO121794,2024-05-16,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,33986.55
SO121795,2024-05-16,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,10290.14
SO121796,2024-05-16,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,35145.94
SO121797,2024-05-16,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,18391.1
SO121798,2024-05-16,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,39175.94
SO121799,2024-05-16,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,11307.4
SO121800,2024-05-16,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,16004.52
SO121801,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121802,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121803,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10297.0
SO121804,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121805,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121806,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121807,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121808,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121809,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121810,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121811,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121812,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121813,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121814,2024-05-16,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121815,2024-05-17,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,8554.14
SO121816,2024-05-17,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,46614.7
SO121817,2024-05-17,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,49931.04
SO121818,2024-05-17,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,19364.8
SO121819,2024-05-17,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,20210.45
SO121820,2024-05-17,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,51495.88
SO121821,2024-05-17,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32354.7
SO121822,2024-05-17,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,19716.52
SO121823,2024-05-17,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,47421.32
SO121824,2024-05-17,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,26122.85
SO121825,2024-05-17,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,38212.2
SO121826,2024-05-17,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,31613.8
SO121827,2024-05-17,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,22383.36
SO121828,2024-05-17,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,27944.8
SO121829,2024-05-17,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37691.88
SO121830,2024-05-17,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,51275.25
SO121831,2024-05-17,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,39382.85
SO121832,2024-05-17,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17976.9
SO121833,2024-05-17,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19463.66
SO121834,2024-05-17,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,17286.1
SO121835,2024-05-17,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,19772.78
SO121836,2024-05-17,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,61246.08
SO121837,2024-05-17,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,15467.4
SO121838,2024-05-17,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,38860.9
SO121839,2024-05-17,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,22614.8
SO121840,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121841,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121842,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121843,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121844,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121845,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121846,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121847,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121848,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121849,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121850,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121851,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121852,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121853,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121854,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121855,2024-05-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121856,2024-05-18,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,24759.15
SO121857,2024-05-18,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,17232.9
SO121858,2024-05-18,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,11307.68
SO121859,2024-05-18,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,56280.25
SO121860,2024-05-18,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,25410.45
SO121861,2024-05-18,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12830.28
SO121862,2024-05-18,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,21013.66
SO121863,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121864,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121865,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121866,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9798.0
SO121867,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121868,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121869,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO121870,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9798.0
SO121871,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO121872,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121873,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121874,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121875,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9498.0
SO121876,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121877,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121878,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121879,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121880,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121881,2024-05-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121882,2024-05-19,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,20331.66
SO121883,2024-05-19,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17232.9
SO121884,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121885,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121886,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121887,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121888,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6798.0
SO121889,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121890,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO121891,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121892,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121893,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121894,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121895,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121896,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121897,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121898,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO121899,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,13196.0
SO121900,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121901,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121902,2024-05-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121903,2024-05-20,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,40162.85
SO121904,2024-05-20,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,39771.55
SO121905,2024-05-20,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,25994.15
SO121906,2024-05-20,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,48805.9
SO121907,2024-05-20,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,14881.75
SO121908,2024-05-20,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,29458.78
SO121909,2024-05-20,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,14381.52
SO121910,2024-05-20,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,41221.32
SO121911,2024-05-20,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,35704.56
SO121912,2024-05-20,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,21454.2
SO121913,2024-05-20,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,26591.18
SO121914,2024-05-20,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,34590.42
SO121915,2024-05-20,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,34573.5
SO121916,2024-05-20,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,39084.46
